sku_id,node_name,selling_price_per_lot,unit_cost_per_lot,note
OREO_JP,Ingredients_CN,9000,8000,原料（小麦粉・カカオ等）中国調達 JPY/lot
OREO_JP,Factory_OREO_CN,18000,17000,北京工場 BOM+製造労務費 JPY/lot
OREO_JP,SP_OREO_JP,18000,18000,Supply Point pass-through JPY/lot
OREO_JP,DC_JP_BONDED,23500,23200,"輸入保税倉庫 関税¥2,700+海上運賃¥2,000+取扱¥500 JPY/lot"
OREO_JP,DC_JP_MAIN,25000,24700,"国内DC 国内物流¥1,000+保管¥500 JPY/lot"
OREO_JP,Retail_JP_CVS,30000,25500,"コンビニ小売 ¥300/pack×100 = ¥30,000/lot"
OREO_JP,Retail_JP_SM,30000,25500,"スーパー小売 ¥300/pack×100 = ¥30,000/lot"
OREO_JP,Retail_JP_EC,30000,25500,"EC小売 ¥300/pack×100 = ¥30,000/lot"
LUVAN_JP,Ingredients_JP,12000,11000,原料（小麦粉・植物油脂）国内調達 JPY/lot
LUVAN_JP,Factory_LUVAN_JP,21000,20000,国内工場 BOM+製造労務費（国内製造コスト高め） JPY/lot
LUVAN_JP,SP_LUVAN_JP,21000,21000,Supply Point pass-through JPY/lot
LUVAN_JP,DC_LUVAN_JP,21500,21300,山崎DC パン便相乗り限界物流費¥300 JPY/lot
LUVAN_JP,Retail_JP_CVS,30000,22000,"コンビニ小売 ¥300/pack×100 = ¥30,000/lot"
LUVAN_JP,Retail_JP_SM,30000,22000,"スーパー小売 ¥300/pack×100 = ¥30,000/lot"
LUVAN_JP,Retail_JP_EC,30000,22000,"EC小売 ¥300/pack×100 = ¥30,000/lot"
